,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LINGO2,5.861567610450258,1.8055634978415456,0.3940683255067132,4.581853909521552,4.608718247252545e-06,0.0006921718717592416
TMOD3,1968.698178177842,0.3883111528854266,0.08482273323464097,4.577913703997966,4.6963634756482794e-06,0.0006998673756268412
CRHR2,2.382308487690834,-1.6457560909931532,0.36047403266500866,-4.565532997830574,4.9822681387548825e-06,0.0007367624823032604
SLC47A1,288.288654526612,-0.9764317108640045,0.21416378531369284,-4.559275553678659,5.133038360169936e-06,0.000753263583480205
SFRP1,179.19162847244834,1.3142978796023619,0.28949367880640603,4.539988178744574,5.625738224578641e-06,0.0008165612927303961
CXorf49B,11.053709300669636,-2.7497165998015385,0.6057837536002835,-4.539105883014311,5.64932646343855e-06,0.0008165612927303961
AMPD1,16.601449976697488,-1.1089962910094198,0.2447601204763884,-4.530951728782151,5.871855544845529e-06,0.0008356507033061981
TNS4,1034.9136990187562,1.3434770371153475,0.29660476991679413,4.5295193246293035,5.91180272834181e-06,0.0008356507033061981
TMEM194B,156.60072468981946,0.44159325296830654,0.09746938968515349,4.53058395455994,5.8820873870472e-06,0.0008356507033061981
F2RL2,57.54316747851418,1.068294365962529,0.23649914253635862,4.517117290597757,6.268718620007315e-06,0.0008796339178906615
SLC35G2,162.80934518410842,0.7583743116170221,0.16794814678467632,4.515526524917967,6.315964002456647e-06,0.0008798412462552652
MAGEH1,468.10331454460805,-0.49416011662821246,0.10962472736361834,-4.507743175397959,6.5520816823843486e-06,0.0009061670378572427
E2F7,120.74325660983244,0.9168261926272502,0.2039102921481753,4.496223231150201,6.917111549950211e-06,0.000941167496360982
CASP12,2.1090590874474207,-0.9938414165121039,0.22109183931037532,-4.495151967671315,6.952027906952739e-06,0.000941167496360982
RXFP1,9.727965525750868,-1.019220578946133,0.22662535374662848,-4.497381083343576,6.879561594577816e-06,0.000941167496360982
ZDHHC22,2.1397860550572045,-2.0873443279055417,0.46475268523782215,-4.491301275295291,7.078933226730043e-06,0.000951646240214394
SLC1A6,2.4002302795749224,2.4763044422005844,0.5518641223241532,4.48716331072897,7.217774810219188e-06,0.0009635729371642616
RGS13,16.45058126250073,-0.9063637587777904,0.20214773405248912,-4.483670138703838,7.337005184725948e-06,0.0009727350873873905
NEFL,44.38240803674029,1.7594094131326674,0.39439176092510364,4.461070406252187,8.155129000709248e-06,0.0010737958897920178
RGS20,47.1053399417626,1.2365910731129761,0.2776530265459869,4.45372805222479,8.43919799523086e-06,0.0011036404235395785
ANXA8,201.17259188280775,1.3731720738790978,0.30877390199405713,4.447176607255903,8.70063033212234e-06,0.0011225564933202675
VWA3B,70.70711667154795,-1.2191959069001315,0.27408356897139213,-4.4482633945393015,8.65673361993739e-06,0.0011225564933202675
GREB1L,43.4618950426722,1.181509035123164,0.26604760308819436,4.440968538744909,8.9554888644135e-06,0.0011406945920900593
TEX9,83.67342065680093,-0.7493499103253736,0.16873970927327253,-4.44086287426161,8.959887817602941e-06,0.0011406945920900593
CD200R1,33.36237006238717,-0.6742833362496057,0.15195821312872806,-4.437294453300799,9.109664084741757e-06,0.0011521327787176023
WIF1,545.7167115465995,-1.6891244455836931,0.3815618434897563,-4.42686939064713,9.561058424180965e-06,0.0012013188702382671
PPP1R13L,946.5818240092062,0.5166745683569517,0.1169078821616405,4.419501566563161,9.892880440376581e-06,0.001213644301877882
FAM83A-AS1,49.010329918335344,1.0636996387518396,0.24070551767827641,4.419091215738417,9.911680992240296e-06,0.001213644301877882
HOXD8,58.00962419431852,1.1422347426359134,0.2583078346016496,4.421990313988792,9.779584175751154e-06,0.001213644301877882
C6orf91,25.999046797256796,-1.0937883560134223,0.24736767016840977,-4.42171103147296,9.792236060191589e-06,0.001213644301877882
LURAP1,16.865639728094052,-0.6987854876301934,0.1582536441481345,-4.415604401350088,1.0072814987799341e-05,0.001225568324844649
YWHAG,5401.172945943097,0.31348085845034834,0.07115722168307617,4.4054679347452055,1.055557662873204e-05,0.0012682525319421547
KCNF1,39.63293808626638,1.2402313821803281,0.28144127668036484,4.406714597123112,1.0495032641748949e-05,0.0012682525319421547
CDC42EP2,320.5068806639674,0.5400725535243047,0.1228019496168152,4.397915140675852,1.0929569319202431e-05,0.0012952091542113638
TMPRSS11D,6.928311280162211,2.2388575460810993,0.5090292481889015,4.398288613172688,1.0910782447004277e-05,0.0012952091542113638
ERO1LB,581.2815483006012,-0.8524374208465686,0.19387347500093444,-4.396874924960518,1.0982058475678958e-05,0.0012952091542113638
BEGAIN,28.20590997123917,1.0023960473590625,0.22827582503090557,4.391161645011473,1.1274668000571944e-05,0.001318154052589905
NEDD4,341.41096348824965,0.5403809073756835,0.12308212215754831,4.390409410425844,1.1313744209183018e-05,0.001318154052589905
VGLL2,2.904911901356582,-3.3564357731402485,0.7680962066679133,-4.369811677238767,1.2435373349188806e-05,0.0014401061281012386
ECT2,1290.6724279521275,0.5845920396040786,0.13419645866225122,4.356240436086272,1.3231543051861347e-05,0.0015231328361016917
NPY1R,38.65421320363958,1.1802497086878747,0.271182699976199,4.352230834752594,1.3475926639096202e-05,0.0015420310339880083
HMP19,4.284473519014093,-1.535243052729652,0.35293786331497273,-4.349896149735437,1.3620201971829859e-05,0.0015425661616641348
FURIN,11046.0814080611,0.8576230105566774,0.19717465242320223,4.349560148917793,1.3641086531570065e-05,0.0015425661616641348
MYH16,5.599714393617584,1.551700933718695,0.35775882341481524,4.337282079887445,1.4425544188302856e-05,0.001621734862432363
SLC4A8,171.14851706390965,-0.9207260909942355,0.2123666159373473,-4.335550043637129,1.453960902619481e-05,0.0016250549065091222
ZNF574,509.014593402155,0.29498192879751517,0.0681151693344316,4.330634889112791,1.4868003362093446e-05,0.0016521531597276555
ABCC11,4.407728718222198,1.055446819971642,0.2441768587763936,4.322468661693177,1.5429300458481853e-05,0.0016853004091696316
PKHD1L1,19.570103336537635,-0.9317446319360175,0.21551078881300365,-4.323424535114491,1.536257033661378e-05,0.0016853004091696316
PRG4,219.2521412954081,-1.2514040717248145,0.28947383188110876,-4.323030042448828,1.5390076703319616e-05,0.0016853004091696316
LAMC2,8641.149961218529,0.9552679105626506,0.22159918745317084,4.310791576185365,1.6267117719342912e-05,0.001709300095178156
EPGN,1.9933356188226394,2.2887691327960136,0.5303681414228838,4.315434797149865,1.5928906490907762e-05,0.001709300095178156
CYP2B,14.949326241478959,1.520516997323614,0.35246831714494886,4.313911132892882,1.603914404732704e-05,0.001709300095178156
JCHAIN,12150.176810239995,-0.8952182853616748,0.20764696913916614,-4.311251394965917,1.623332168686633e-05,0.001709300095178156
CEBPE,3.862977948743672,-0.8995254771108562,0.2083638650888969,-4.3170896101734355,1.580999855601844e-05,0.001709300095178156
DKK1,599.0427714989996,1.4788475514605381,0.3430617365752302,4.310733007486659,1.6271427248106666e-05,0.001709300095178156
ERO1L,3686.5415526847282,0.6563654112327709,0.1520573845084614,4.316563864060458,1.5847684455730868e-05,0.001709300095178156
PADI1,68.66357386697881,1.6526968683986576,0.38361633356688185,4.308202554963727,1.645866248249913e-05,0.001710277446289531
DUSP26,12.38168359727153,-0.9016057993704069,0.2092568318627665,-4.308608666892617,1.6428475421120294e-05,0.001710277446289531
TXNDC15,1138.3848617754873,-0.3160304557597083,0.0733764730166851,-4.306972559008745,1.655041325551592e-05,0.0017105652926023552
TENM3-AS1,11.991080471737138,1.117037062537461,0.25943478208133663,4.305656525990618,1.6649121643184413e-05,0.0017115653180137815
SCA14,5.885585705320736,1.4117121327541455,0.3281035619352409,4.302641898879418,1.687735115761965e-05,0.0017166677177464556
LINC00847,473.06222521854147,-0.3946353941427668,0.0917025297076761,-4.303429746166897,1.681741919228006e-05,0.0017166677177464556
GALNT2,4079.4633342573625,0.41523777357461533,0.09655650068963903,4.300464190487926,1.7044071280101364e-05,0.0017199278109584965
HLA-DMB,2348.5080821062793,-0.6059871123269038,0.14093086079022166,-4.299889384972448,1.7088338113455724e-05,0.0017199278109584965
LSP1P5,131.27973054210997,0.7742507874231007,0.1802069158534725,4.296454349469304,1.7355168808862832e-05,0.0017376862769873911
ARL14,35.827716349217276,1.5958671600463812,0.37156312186778523,4.295009558602656,1.746858098909722e-05,0.0017399792794528756
PITX3,1.2353750562655954,1.5959411231594478,0.3722999338151623,4.286708049622681,1.8134036553702783e-05,0.0017969521582906305
TSHR,7.852482904765208,-0.8838370686446823,0.20633739628823686,-4.2834555661933065,1.8401286044474706e-05,0.0018140837072768295
SHC1,5164.807807198319,0.4692045668595963,0.10969586604257335,4.277322234527018,1.8915489950076313e-05,0.0018525982359564323
IA1,7.656491431481301,1.5122470979639915,0.35361720065664387,4.27650887783696,1.8984698943165687e-05,0.0018525982359564323
FOXL1,72.68651109201829,0.9256305881213828,0.21655157749373286,4.274411661342763,1.9164266787638535e-05,0.0018606760844725415
KLHDC8B,641.1887739518495,-0.4664458313952239,0.10918268524888941,-4.272159366038019,1.9358913881651232e-05,0.0018693225089943407
F2,15.80303409763905,2.694544995087764,0.6308728456520901,4.271138017206299,1.9447799719042245e-05,0.0018693225089943407
FETUB,1.839587092399015,1.8284584027394177,0.4284006216029567,4.268103990834168,1.9714142632779585e-05,0.0018854959103112175
B3GNT5,1201.7012886655525,0.5630519303646601,0.13233161814621908,4.25485562900409,2.0918394171043792e-05,0.0019907683640799302
EVI2A,395.81608519783146,-0.6074565860836763,0.14296438053710425,-4.249006527370781,2.147206630014103e-05,0.0020271677351636434
MAPK1IP1L,2221.3928409824994,0.2644434685682533,0.062242603669230616,4.248592651643522,2.151176747676775e-05,0.0020271677351636434
CSNK1E,2422.3163304615728,0.3972801998538469,0.09353651136480429,4.247327530790662,2.1633558363052444e-05,0.002028700126689367
IFNE,6.0303296769461605,1.647834922964323,0.38808252841482194,4.246094071008912,2.1752933031741184e-05,0.0020299921582630706
PLAC4,18.369741659664307,1.4579612457878652,0.34399158752341125,4.238363084064199,2.2515542765697445e-05,0.002091008667283902
CDCP1,1958.404483274236,0.6509880958461515,0.15372019610980947,4.2348898343918355,2.2866377934220714e-05,0.00211338100676663
SYCE1,7.434112602381077,-2.140443442140963,0.5056032315065438,-4.233444940142278,2.301385461713743e-05,0.002116834168228947
FKBP6,2.0575831839448777,-1.2105026530557292,0.28603043247637566,-4.232076435278295,2.3154368712889443e-05,0.0021196170673170793
ANXA8L2,130.91257965175004,1.2550610448937785,0.29753871925523767,4.218143601731207,2.463219320872241e-05,0.002233628689832451
GAPDH,68850.52143545874,0.487914899881445,0.11566227942234981,4.2184444428921015,2.4599356594465263e-05,0.002233628689832451
ZNF185,1121.8060938086096,0.5573152551131694,0.13249151117357372,4.20642236001856,2.5944515805370778e-05,0.00233064192449742
NPAS1,20.650903634771925,0.7742058143413246,0.18404442115679817,4.206624734806461,2.592130390390598e-05,0.00233064192449742
TLE1,762.4042054004376,0.41344095698295885,0.09840743834513145,4.201318151712798,2.65365356154533e-05,0.0023727365612626707
SNTG2,1.1355878351358482,-1.735840318934631,0.413670230620897,-4.196193466300988,2.7143840757929146e-05,0.0024076692716803764
SRGAP1,390.9821149854806,0.5785690230426314,0.1379542573667549,4.1939193040232965,2.7417555232601322e-05,0.0024076692716803764
ALK,6.649888144580499,-0.8857896056648004,0.21121249981945847,-4.193831361410718,2.742819238961727e-05,0.0024076692716803764
B4GALT4,784.0885856409841,0.4808389390427771,0.1146067273362943,4.195555969693084,2.722030558353126e-05,0.0024076692716803764
PSMD2,5195.113128856988,0.3302809099139565,0.07888111768803596,4.1870718822744415,2.825763520620673e-05,0.0024692035418369005
PAPL,6.961143103490558,1.9006483659350895,0.45431604206985754,4.183537867770995,2.870072561390842e-05,0.0024965627903381564
ZNF14,169.69869610860795,-0.3761500973132443,0.08993399638437073,-4.182512869834103,2.8830469176813916e-05,0.0024965627903381564
